lit_id,lit_name,k_id,k_name
85123002433,A Study on the Single Caprylic Acid Fractionation and Centrifugal Separation of Equine Rabies Immunoglobulin,equinerabiesimmunoglobulin,Equine rabies immunoglobulin
85123002433,A Study on the Single Caprylic Acid Fractionation and Centrifugal Separation of Equine Rabies Immunoglobulin,responsesurfacemethod,Response surface method
85104382409,Enhancing stability and antioxidant efficacy of fisetin by encapsulating as β-cyclodextrin inclusion complex with porous polylactic acid film from breath figure,dpphassay,DPPH assay
85104382409,Enhancing stability and antioxidant efficacy of fisetin by encapsulating as β-cyclodextrin inclusion complex with porous polylactic acid film from breath figure,fisetin,Fisetin
85104382409,Enhancing stability and antioxidant efficacy of fisetin by encapsulating as β-cyclodextrin inclusion complex with porous polylactic acid film from breath figure,foodandbeverageproductspackaging,Food and beverage products packaging
85112353752,Detecting Facial Images in Public with and without Masks Using VGG and FR-TSVM Models,frtsvm,FR-TSVM
85112353752,Detecting Facial Images in Public with and without Masks Using VGG and FR-TSVM Models,publicplaces,Public Places
85112353752,Detecting Facial Images in Public with and without Masks Using VGG and FR-TSVM Models,tsvm,TSVM
85112353752,Detecting Facial Images in Public with and without Masks Using VGG and FR-TSVM Models,vgg16,VGG-16
85112353752,Detecting Facial Images in Public with and without Masks Using VGG and FR-TSVM Models,wearmask,Wear Mask
85106713467,Automatic diagnosis of venous thromboembolism risk based on machine learning,automaticdiagnosis,Automatic diagnosis
85109976345,Using Phylogeny Approach on Ethnobotanical Bioprospecting for Leading Antimalarial Plant-Based Drug Discovery,bioprospecting,bioprospecting
85109976345,Using Phylogeny Approach on Ethnobotanical Bioprospecting for Leading Antimalarial Plant-Based Drug Discovery,ethnomedicinalplants,ethnomedicinal plants
85099729412,Carbon dioxide reduction to synthetic fuel on zirconia supported copper-based catalysts and gibbs free energy minimization: Methanol and dimethyl ether synthesis,bifunctionalcatalyst,Bi-functional catalyst
85099729412,Carbon dioxide reduction to synthetic fuel on zirconia supported copper-based catalysts and gibbs free energy minimization: Methanol and dimethyl ether synthesis,gibbsfreeenergyminimization,Gibbs free energy minimization
85099729412,Carbon dioxide reduction to synthetic fuel on zirconia supported copper-based catalysts and gibbs free energy minimization: Methanol and dimethyl ether synthesis,zro2supportedcoppercatalysts,ZrO2supported copper catalysts
85089978022,Undrained stability of active trapdoors in two-layered clays,activefailure,Active failure
85089978022,Undrained stability of active trapdoors in two-layered clays,designchart,Design chart
85089978022,Undrained stability of active trapdoors in two-layered clays,finiteelementmethod,Finite element method
85089978022,Undrained stability of active trapdoors in two-layered clays,trapdoor,Trapdoor
85089978022,Undrained stability of active trapdoors in two-layered clays,twolayeredclay,Two-layered clay
85114725139,DETERMINANTS OF THE MARKET VALUE OF LISTED FIRMS IN THE SERVICES SECTOR: A CASE OF THAILAND,capitalintensity,capital intensity
85114725139,DETERMINANTS OF THE MARKET VALUE OF LISTED FIRMS IN THE SERVICES SECTOR: A CASE OF THAILAND,firmperformance,Firm performance
85114725139,DETERMINANTS OF THE MARKET VALUE OF LISTED FIRMS IN THE SERVICES SECTOR: A CASE OF THAILAND,productivity,productivity
85114725139,DETERMINANTS OF THE MARKET VALUE OF LISTED FIRMS IN THE SERVICES SECTOR: A CASE OF THAILAND,returnonassets,return on assets
85114725139,DETERMINANTS OF THE MARKET VALUE OF LISTED FIRMS IN THE SERVICES SECTOR: A CASE OF THAILAND,roleoftheservicessector,role of the services sector
85114725139,DETERMINANTS OF THE MARKET VALUE OF LISTED FIRMS IN THE SERVICES SECTOR: A CASE OF THAILAND,sizeofthefirm,size of the firm
85097759056,HIV-related enacted stigma and increase frequency of depressive symptoms among Thai and Cambodian adolescents and young adults with perinatal HIV,behavioralproblem,behavioral problem
85097759056,HIV-related enacted stigma and increase frequency of depressive symptoms among Thai and Cambodian adolescents and young adults with perinatal HIV,depressivesymptoms,depressive symptoms
85150291598,Impact of COVID-19 on Depressive Symptoms Among Patients with Low Vision and Blindness,depressivesymptoms,depressive symptoms
85097759056,HIV-related enacted stigma and increase frequency of depressive symptoms among Thai and Cambodian adolescents and young adults with perinatal HIV,enactedstigma,enacted stigma
85097759056,HIV-related enacted stigma and increase frequency of depressive symptoms among Thai and Cambodian adolescents and young adults with perinatal HIV,perinatalhivinfection,perinatal HIV infection
85097759056,HIV-related enacted stigma and increase frequency of depressive symptoms among Thai and Cambodian adolescents and young adults with perinatal HIV,youngadults,young adults
85092714986,Iterative LMI approach to robust static output feedback control of uncertain polynomial systems with bounded actuators,controlinputconstraints,Control input constraints
85092714986,Iterative LMI approach to robust static output feedback control of uncertain polynomial systems with bounded actuators,iterativelmi,Iterative LMI
85092714986,Iterative LMI approach to robust static output feedback control of uncertain polynomial systems with bounded actuators,parameterdependentlyapunovfunctions,Parameter-dependent Lyapunov functions
85092714986,Iterative LMI approach to robust static output feedback control of uncertain polynomial systems with bounded actuators,polynomialsystems,Polynomial systems
85092714986,Iterative LMI approach to robust static output feedback control of uncertain polynomial systems with bounded actuators,stabilization,Stabilization
85092714986,Iterative LMI approach to robust static output feedback control of uncertain polynomial systems with bounded actuators,staticoutputfeedback,Static output feedback
85092714986,Iterative LMI approach to robust static output feedback control of uncertain polynomial systems with bounded actuators,sumofsquares,Sum-of-squares
85100056338,Inhibition of Manganese Dissolution in Mn2O3 Cathode with Controllable Ni2+ Incorporation for High-Performance Zinc Ion Battery,cathodes,cathodes
85100056338,Inhibition of Manganese Dissolution in Mn2O3 Cathode with Controllable Ni2+ Incorporation for High-Performance Zinc Ion Battery,manganesedissolution,manganese dissolution
85100056338,Inhibition of Manganese Dissolution in Mn2O3 Cathode with Controllable Ni2+ Incorporation for High-Performance Zinc Ion Battery,nidopedmn2o3,Ni-doped Mn2O3
85080932055,A randomized controlled trial of adding intravenous corticosteroids to H1 antihistamines in patients with acute urticaria,acuteurticaria,Acute urticaria
85080932055,A randomized controlled trial of adding intravenous corticosteroids to H1 antihistamines in patients with acute urticaria,antihistamines,Antihistamines
85080932055,A randomized controlled trial of adding intravenous corticosteroids to H1 antihistamines in patients with acute urticaria,corticosteroids,corticosteroids
85147143773,Therapeutic options of post-COVID-19 related olfactory dysfunction: a systematic review and meta-analysis*,corticosteroids,corticosteroids
85080932055,A randomized controlled trial of adding intravenous corticosteroids to H1 antihistamines in patients with acute urticaria,hives,Hives
85124559855,Protest Prediction in Thailand Using Twitter Data,naïvebayes,Naïve Bayes
85124559855,Protest Prediction in Thailand Using Twitter Data,protest,Protest
85124559855,Protest Prediction in Thailand Using Twitter Data,protestprediction,Protest Prediction
85124559855,Protest Prediction in Thailand Using Twitter Data,twitter,Twitter
85149643977,The 2022 Rayong Oil Spill Crisis in Thailand: An Identification for Reliability and Nearly-Real Time Data using Twitter,twitter,Twitter
85104929970,Parkinsonism hyperpyraexia syndrome in Parkinson's disease patients undergoing deep brain stimulation: An indirect consequence of COVID-19 lockdowns,covid19pandemic,COVID-19 pandemic
85104929970,Parkinsonism hyperpyraexia syndrome in Parkinson's disease patients undergoing deep brain stimulation: An indirect consequence of COVID-19 lockdowns,parkinsonismhyperpyraexia,Parkinsonism-hyperpyraexia
85098547497,Enhanced nodal gradient finite elements with new numerical integration schemes for 2D and 3D geometrically nonlinear analysis,consecutiveinterpolationprocedure,Consecutive-interpolation procedure
85098547497,Enhanced nodal gradient finite elements with new numerical integration schemes for 2D and 3D geometrically nonlinear analysis,fem,FEM
85098547497,Enhanced nodal gradient finite elements with new numerical integration schemes for 2D and 3D geometrically nonlinear analysis,geometricallynonlinearanalysis,Geometrically nonlinear analysis
85098547497,Enhanced nodal gradient finite elements with new numerical integration schemes for 2D and 3D geometrically nonlinear analysis,largedeformation,Large deformation
85098547497,Enhanced nodal gradient finite elements with new numerical integration schemes for 2D and 3D geometrically nonlinear analysis,numericalintegration,Numerical integration
85098547497,Enhanced nodal gradient finite elements with new numerical integration schemes for 2D and 3D geometrically nonlinear analysis,numericalmethod,Numerical method
85103265408,Greedy strategy for some normal m x n closing octagons games and winning strategy for normal 1 x n and 2 x n closing octagons games,2persongame,2-person game
85103265408,Greedy strategy for some normal m x n closing octagons games and winning strategy for normal 1 x n and 2 x n closing octagons games,closingoctagonsgame,Closing octagons game
